Folder,File,Name,For,Owner
Kenya,iconAddon_theLegionButton,The Legion Pin,Feral Frenzy,The Legion
Kepler,iconAddon_BloodyFingernail,Bloody Fingernails,Deluge of Fear,The Onryō
Kepler,iconAddon_CabinSign,Cabin Sign,Deluge of Fear,The Onryō
Kepler,iconAddon_ClumpOfHair,Clump of Hair,Deluge of Fear,The Onryō
Kepler,iconAddon_DisortedPhoto,Distorted Photo,Deluge of Fear,The Onryō
Kepler,iconAddon_IridescentVHStape,Iridescent Videotape,Deluge of Fear,The Onryō
Kepler,iconAddon_MothersComb,Mother's Comb,Deluge of Fear,The Onryō
Kepler,iconAddon_MothersMirror,Mother's Mirror,Deluge of Fear,The Onryō
Kepler,iconAddon_OldNewspaper,Old Newspaper,Deluge of Fear,The Onryō
Kepler,iconAddon_ReikosWatch,Reiko's Watch,Deluge of Fear,The Onryō
Kepler,iconAddon_RemoteControl,Remote Control,Deluge of Fear,The Onryō
Kepler,iconAddon_RicketyPinwheel,Rickety Pinwheel,Deluge of Fear,The Onryō
Kepler,iconAddon_RingDrawing,Ring Drawing,Deluge of Fear,The Onryō
Kepler,iconAddon_SeaSoakedCloth,Sea-Soaked Cloth,Deluge of Fear,The Onryō
Kepler,iconAddon_TapeEditingDeck,Tape Editing Deck,Deluge of Fear,The Onryō
Kepler,iconAddon_Telephone,Telephone,Deluge of Fear,The Onryō
Kepler,iconAddon_VCR,VCR,Deluge of Fear,The Onryō
Kepler,iconAddon_VhsCopy,Videotape Copy,Deluge of Fear,The Onryō
Kepler,iconAddon_WellStone,Well Stone,Deluge of Fear,The Onryō
Kepler,iconAddon_WellWater,Well Water,Deluge of Fear,The Onryō
Kepler,iconAddon_YoichisFishingNet,Yoichi's Fishing Net,Deluge of Fear,The Onryō
Mali,iconAddon_IridescentSeal,Iridescent Seal,Vile Purge,The Plague
Mali,iconAddon_ashenApple,Ashen Apple,Vile Purge,The Plague
Mali,iconAddon_blackIncense,Black Incense,Vile Purge,The Plague
Mali,iconAddon_devoteesAmulet,Devotee's Amulet,Vile Purge,The Plague
Mali,iconAddon_emeticPotion,Emetic Potion,Vile Purge,The Plague
Mali,iconAddon_exorcismAmulet,Exorcism Amulet,Vile Purge,The Plague
Mali,iconAddon_healingSalve,Healing Salve,Vile Purge,The Plague
Mali,iconAddon_hematiteSeal,Hematite Seal,Vile Purge,The Plague
Mali,iconAddon_incensedOintment,Incensed Ointment,Vile Purge,The Plague
Mali,iconAddon_infectedEmetic,Infected Emetic,Vile Purge,The Plague
Mali,iconAddon_limestoneSeal,Limestone Seal,Vile Purge,The Plague
Mali,iconAddon_olibanumIncense,Olibanum Incense,Vile Purge,The Plague
Mali,iconAddon_potentTincture,Potent Tincture,Vile Purge,The Plague
Mali,iconAddon_prayerApple,Blessed Apple,Vile Purge,The Plague
Mali,iconAddon_prayerTabletFragment,Prayer Tablet Fragment,Vile Purge,The Plague
Mali,iconAddon_prophylacticAmulet,Prophylactic Amulet,Vile Purge,The Plague
Mali,iconAddon_rubbingOil,Rubbing Oil,Vile Purge,The Plague
Mali,iconAddon_severedToe,Severed Toe,Vile Purge,The Plague
Mali,iconAddon_vileEmetic,Vile Emetic,Vile Purge,The Plague
Mali,iconAddon_worshipTablet,Worship Tablet,Vile Purge,The Plague
Meteor,iconAddon_AirFreshner,Air Freshener,Reign of Darkness,The Dredge
Meteor,iconAddon_BoatKey,Boat Key,Reign of Darkness,The Dredge
Meteor,iconAddon_BrokenDoll,Broken Doll,Reign of Darkness,The Dredge
Meteor,iconAddon_BurntLetters,Burnt Letters,Reign of Darkness,The Dredge
Meteor,iconAddon_CaffeineTablets,Caffeine Tablets,Reign of Darkness,The Dredge
Meteor,iconAddon_DestroyedPillow,Destroyed Pillow,Reign of Darkness,The Dredge
Meteor,iconAddon_FallenShingle,Fallen Shingle,Reign of Darkness,The Dredge
Meteor,iconAddon_FieldRecorder,Field Recorder,Reign of Darkness,The Dredge
Meteor,iconAddon_FollowersCowl,Follower's Cowl,Reign of Darkness,The Dredge
Meteor,iconAddon_HaddiesCalendar,Haddie's Calendar,Reign of Darkness,The Dredge
Meteor,iconAddon_IridescentWoodenPlank,Iridescent Wooden Plank,Reign of Darkness,The Dredge
Meteor,iconAddon_LavalierMicrophone,Lavalier Microphone,Reign of Darkness,The Dredge
Meteor,iconAddon_MalthinkersSkull,Malthinker's Skull,Reign of Darkness,The Dredge
Meteor,iconAddon_MortarAndPestle,Mortar and Pestle,Reign of Darkness,The Dredge
Meteor,iconAddon_OttomarianWriting,Ottomarian Writing,Reign of Darkness,The Dredge
Meteor,iconAddon_SacrificialKnife,Sacrificial Knife,Reign of Darkness,The Dredge
Meteor,iconAddon_TilingBlade,Tilling Blade,Reign of Darkness,The Dredge
Meteor,iconAddon_WarHelmet,War Helmet,Reign of Darkness,The Dredge
Meteor,iconAddon_WoodenPlank,Wooden Plank,Reign of Darkness,The Dredge
Meteor,iconAddon_WorryStones,Worry Stone,Reign of Darkness,The Dredge
Oman,iconAddon_caughtOnTape,"Ghost Face Caught on Tape",Night Shroud,The Ghost Face
Oman,iconAddon_cheapCologne,Cheap Cologne,Night Shroud,The Ghost Face
Oman,iconAddon_chewedPen,Chewed Pen,Night Shroud,The Ghost Face
Oman,iconAddon_driversLicense,Driver's License,Night Shroud,The Ghost Face
Oman,iconAddon_dropLegKnifeSheath,Drop-Leg Knife Sheath,Night Shroud,The Ghost Face
Oman,iconAddon_headlinesCutouts,Headlines Cut-Outs,Night Shroud,The Ghost Face
Oman,iconAddon_knifeBeltClip,Knife Belt Clip,Night Shroud,The Ghost Face
Oman,iconAddon_lastingPerfume,Lasting Perfume,Night Shroud,The Ghost Face
Oman,iconAddon_leatherKnifeSheath,Leather Knife Sheath,Night Shroud,The Ghost Face
Oman,iconAddon_markedMap,Marked Map,Night Shroud,The Ghost Face
Oman,iconAddon_nightvisionMoncular,Night Vision Monocular,Night Shroud,The Ghost Face
Oman,iconAddon_olsensAddressBook,Olsen's Address Book,Night Shroud,The Ghost Face
Oman,iconAddon_olsensJournal,Olsen's Journal,Night Shroud,The Ghost Face
Oman,iconAddon_olsensWallet,Olsen's Wallet,Night Shroud,The Ghost Face
Oman,iconAddon_outdoorSecurityCamera,Outdoor Security Camera,Night Shroud,The Ghost Face
Oman,iconAddon_philly,"Philly",Night Shroud,The Ghost Face
Oman,iconAddon_reusuableCinchStraps,Cinch Straps,Night Shroud,The Ghost Face
Oman,iconAddon_telephotoLens,Telephoto Lens,Night Shroud,The Ghost Face
Oman,iconAddon_victimsDetailedRoutine,Victim's Detailed Routine,Night Shroud,The Ghost Face
Oman,iconAddon_walleyesMatchbook,Walleye's Matchbook,Night Shroud,The Ghost Face
Qatar,iconAddon_barbsGlasses,Barb's Glasses,Of the Abyss,The Demogorgon
Qatar,iconAddon_blackHeart,Black Heart,Of the Abyss,The Demogorgon
Qatar,iconAddon_brassCaseLighter,Brass Case Lighter,Of the Abyss,The Demogorgon
Qatar,iconAddon_deerLung,Deer Lung,Of the Abyss,The Demogorgon
Qatar,iconAddon_elevensSoda,Eleven's Soda,Of the Abyss,The Demogorgon
Qatar,iconAddon_leproseLichen,Leprose Lichen,Of the Abyss,The Demogorgon
Qatar,iconAddon_lifeguardWhistle,Lifeguard Whistle,Of the Abyss,The Demogorgon
Qatar,iconAddon_mewsGuts,Mew's Guts,Of the Abyss,The Demogorgon
Qatar,iconAddon_ratLiver,Rat Liver,Of the Abyss,The Demogorgon
Qatar,iconAddon_ratTail,Rat Tail,Of the Abyss,The Demogorgon
Qatar,iconAddon_redMoss,Red Moss,Of the Abyss,The Demogorgon
Qatar,iconAddon_rottenGreenTripe,Rotten Green Tripe,Of the Abyss,The Demogorgon
Qatar,iconAddon_rottenPumpkin,Rotten Pumpkin,Of the Abyss,The Demogorgon
Qatar,iconAddon_stickyLining,Sticky Lining,Of the Abyss,The Demogorgon
Qatar,iconAddon_thornyVines,Thorny Vines,Of the Abyss,The Demogorgon
Qatar,iconAddon_unknownEgg,Unknown Egg,Of the Abyss,The Demogorgon
Qatar,iconAddon_upsidedownResin,Upside Down Resin,Of the Abyss,The Demogorgon
Qatar,iconAddon_vermillionWebcap,Vermillion Webcap,Of the Abyss,The Demogorgon
Qatar,iconAddon_violetWaxcap,Violet Waxcap,Of the Abyss,The Demogorgon
Qatar,iconAddon_viscousWebbing,Viscous Webbing,Of the Abyss,The Demogorgon
Sweden,iconAddon_IridescentFamilyCrest,Iridescent Family Crest,Yamaoka's Wrath,The Oni
Sweden,iconAddon_akitosCrutch,Akito's Crutch,Yamaoka's Wrath,The Oni
Sweden,iconAddon_blackenedToenail,Blackened Toenail,Yamaoka's Wrath,The Oni
Sweden,iconAddon_bloodySash,Bloody Sash,Yamaoka's Wrath,The Oni
Sweden,iconAddon_childsWoodenSword,Child's Wooden Sword,Yamaoka's Wrath,The Oni
Sweden,iconAddon_chippedSaihai,Chipped Saihai,Yamaoka's Wrath,The Oni
Sweden,iconAddon_crackedSakazuki,Cracked Sakazuki,Yamaoka's Wrath,The Oni
Sweden,iconAddon_inkLion,Ink Lion,Yamaoka's Wrath,The Oni
Sweden,iconAddon_kanaianzenTalisman,Kanai-Anzen Talisman,Yamaoka's Wrath,The Oni
Sweden,iconAddon_lionFang,Lion Fang,Yamaoka's Wrath,The Oni
Sweden,iconAddon_paperLantern,Paper Lantern,Yamaoka's Wrath,The Oni
Sweden,iconAddon_polishedMaedate,Polished Maedate,Yamaoka's Wrath,The Oni
Sweden,iconAddon_renirosBloodyGlove,Reniro's Bloody Glove,Yamaoka's Wrath,The Oni
Sweden,iconAddon_rottingRope,Rotting Rope,Yamaoka's Wrath,The Oni
Sweden,iconAddon_scalpedTopknot,Scalped Topknot,Yamaoka's Wrath,The Oni
Sweden,iconAddon_shatteredWakizashi,Shattered Wakizashi,Yamaoka's Wrath,The Oni
Sweden,iconAddon_splinteredHull,Splintered Hull,Yamaoka's Wrath,The Oni
Sweden,iconAddon_tearSoakedTenugui,Tear Soaked Tenugui,Yamaoka's Wrath,The Oni
Sweden,iconAddon_woodenOniMask,Wooden Oni Mask,Yamaoka's Wrath,The Oni
Sweden,iconAddon_yamaokaSashimono,Yamaoka Sashimono,Yamaoka's Wrath,The Oni
Ukraine,iconAddon_barbedWire,Barbed Wire,The Redeemer,The Deathslinger
Ukraine,iconAddon_bayshoresCigar,Bayshore's Cigar,The Redeemer,The Deathslinger
Ukraine,iconAddon_bayshoresGoldTooth,Bayshore's Gold Tooth,The Redeemer,The Deathslinger
Ukraine,iconAddon_chewingTobacco,Chewing Tobacco,The Redeemer,The Deathslinger
Ukraine,iconAddon_clearCreekWhiskey,Gold Creek Whiskey,The Redeemer,The Deathslinger
Ukraine,iconAddon_hellshireIron,Hellshire Iron,The Redeemer,The Deathslinger
Ukraine,iconAddon_honeyLocustThorns,Honey Locust Thorns,The Redeemer,The Deathslinger
Ukraine,iconAddon_iridescentCoin,Iridescent Coin,The Redeemer,The Deathslinger
Ukraine,iconAddon_jawSmasher,Jaw Smasher,The Redeemer,The Deathslinger
Ukraine,iconAddon_marshalsBadge,Marshal's Badge,The Redeemer,The Deathslinger
Ukraine,iconAddon_modifiedAmmoBelt,Modified Ammo Belt,The Redeemer,The Deathslinger
Ukraine,iconAddon_poisonOakLeaves,Poison Oak Leaves,The Redeemer,The Deathslinger
Ukraine,iconAddon_prisonChain,Prison Chain,The Redeemer,The Deathslinger
Ukraine,iconAddon_ricketyChain,Rickety Chain,The Redeemer,The Deathslinger
Ukraine,iconAddon_rustedSpike,Rusted Spike,The Redeemer,The Deathslinger
Ukraine,iconAddon_snakeOil,Snake Oil,The Redeemer,The Deathslinger
Ukraine,iconAddon_spitPolishRag,Spit Polish Rag,The Redeemer,The Deathslinger
Ukraine,iconAddon_tinOilCan,Tin Oil Can,The Redeemer,The Deathslinger
Ukraine,iconAddon_wantedPoster,Wanted Poster,The Redeemer,The Deathslinger
Ukraine,iconAddon_wardensKeys,Warden's Keys,The Redeemer,The Deathslinger
Wales,iconAddon_blackStrap,Black Strap,Rites of Judgement,The Executioner
Wales,iconAddon_burningManPainting,Burning Man Painting,Rites of Judgement,The Executioner
Wales,iconAddon_cinderellaMusicBox,Cinderella Music Box,Rites of Judgement,The Executioner
Wales,iconAddon_copperRing,Copper Ring,Rites of Judgement,The Executioner
Wales,iconAddon_crimsonCeremonyBook,Crimson Ceremony Book,Rites of Judgement,The Executioner
Wales,iconAddon_deadButterfly,Dead Butterfly,Rites of Judgement,The Executioner
Wales,iconAddon_forgottenVideoTape,Forgotten Videotape,Rites of Judgement,The Executioner
Wales,iconAddon_iridescentSeal,Iridescent Seal of Metatron,Rites of Judgement,The Executioner
Wales,iconAddon_leadRing,Lead Ring,Rites of Judgement,The Executioner
Wales,iconAddon_leopardPrintFabric,Leopard-Print Fabric,Rites of Judgement,The Executioner
Wales,iconAddon_lostMemoriesBook,Lost Memories Book,Rites of Judgement,The Executioner
Wales,iconAddon_mannequinFoot,Mannequin Foot,Rites of Judgement,The Executioner
Wales,iconAddon_mistyDay,Misty Day, Remains of Judgement,Rites of Judgement,The Executioner
Wales,iconAddon_obsidianGoblet,Obsidian Goblet,Rites of Judgement,The Executioner
Wales,iconAddon_rustColoredEgg,Rust-Coloured Egg,Rites of Judgement,The Executioner
Wales,iconAddon_scarletEgg,Scarlet Egg,Rites of Judgement,The Executioner
Wales,iconAddon_spearhead,Spearhead,Rites of Judgement,The Executioner
Wales,iconAddon_tabletOfTheOppressor,Tablet of the Oppressor,Rites of Judgement,The Executioner
Wales,iconAddon_valtielSectPhotograph,Valtiel Sect Photograph,Rites of Judgement,The Executioner
Wales,iconAddon_waxDoll,Wax Doll,Rites of Judgement,The Executioner
Xipre,iconAddon_apexMuffler,Apex Muffler,Chainsaw,The Hillbilly
Xipre,iconAddon_bigBuckle,Big Buckle,Chainsaw,The Hillbilly
Xipre,iconAddon_blackGrease,Black Grease,Chainsaw,The Hillbilly
Xipre,iconAddon_dadsBoots,Dad's Boots,Chainsaw,The Hillbilly
Xipre,iconAddon_deathEngravings,Death Engravings,Chainsaw,The Hillbilly
Xipre,iconAddon_doomEngravings,Doom Engravings,Chainsaw,The Hillbilly
Xipre,iconAddon_heavyClutch,Heavy Clutch,Chainsaw,The Hillbilly
Xipre,iconAddon_iridescentBrick,Iridescent Brick,Chainsaw,The Hillbilly
Xipre,iconAddon_junkyardAirFilter,Junkyard Air Filter,Chainsaw,The Hillbilly
Xipre,iconAddon_leafyMash,Leafy Mash,Chainsaw,The Hillbilly
Xipre,iconAddon_lowKickbackChains,Low Kickback Chains,Chainsaw,The Hillbilly
Xipre,iconAddon_lowProChains,LoPro Chains,Chainsaw,The Hillbilly
Xipre,iconAddon_mothersHelpers,Mother's Helpers,Chainsaw,The Hillbilly
Xipre,iconAddon_offBrandMotorOil,Off-Brand Motor Oil,Chainsaw,The Hillbilly
Xipre,iconAddon_pighouseGloves,Pighouse Gloves,Chainsaw,The Hillbilly
Xipre,iconAddon_puncturedMuffler,Punctured Muffler,Chainsaw,The Hillbilly
Xipre,iconAddon_speedLimiter,Speed Limiter,Chainsaw,The Hillbilly
Xipre,iconAddon_spikedBoots,Spiked Boots,Chainsaw,The Hillbilly
Xipre,iconAddon_steelToeBoots,Steel Toe Boots,Chainsaw,The Hillbilly
Xipre,iconAddon_tunedCarburetor,Tuned Carburettor,Chainsaw,The Hillbilly
Yemen,iconAddon_adrenalineVial,Adrenaline Vial,Blighted Corruption,The Blight
Yemen,iconAddon_alchemistsRing,Alchemist's Ring,Blighted Corruption,The Blight
Yemen,iconAddon_blightedCrow,Blighted Crow,Blighted Corruption,The Blight
Yemen,iconAddon_blightedRat,Blighted Rat,Blighted Corruption,The Blight
Yemen,iconAddon_cankerThorn,Canker Thorn,Blighted Corruption,The Blight
Yemen,iconAddon_chippedMonocle,Chipped Monocle,Blighted Corruption,The Blight
Yemen,iconAddon_compoundSeven,Compound Seven,Blighted Corruption,The Blight
Yemen,iconAddon_compoundThirtyThree,Compound Thirty-Three,Blighted Corruption,The Blight
Yemen,iconAddon_compoundTwentyOne,Compound Twenty-One,Blighted Corruption,The Blight
Yemen,iconAddon_foxglove,Foxglove,Blighted Corruption,The Blight
Yemen,iconAddon_iridescentBlightTag,Iridescent Blight Tag,Blighted Corruption,The Blight
Yemen,iconAddon_placeboTablet,Placebo Tablet,Blighted Corruption,The Blight
Yemen,iconAddon_plagueBile,Plague Bile,Blighted Corruption,The Blight
Yemen,iconAddon_pustulaDust,Pustula Dust,Blighted Corruption,The Blight
Yemen,iconAddon_roseTonic,Rose Tonic,Blighted Corruption,The Blight
Yemen,iconAddon_shreddedNotes,Shredded Notes,Blighted Corruption,The Blight
Yemen,iconAddon_soulChemical,Soul Chemical,Blighted Corruption,The Blight
Yemen,iconAddon_summoningStone,Summoning Stone,Blighted Corruption,The Blight
Yemen,iconAddon_umbraSalts,Umbra Salts,Blighted Corruption,The Blight
Yemen,iconAddon_vigosJournal,Vigo's Journal,Blighted Corruption,The Blight
,iconAddon_anxiousGasp,Anxious Gasp,Spencer's Last Breath,The Nurse
,iconAddon_ataxicRespiration,Ataxic Respiration,Spencer's Last Breath,The Nurse
,iconAddon_badManKeepsake,Bad Man Keepsake,Spencer's Last Breath,The Nurse
,iconAddon_badMansLastBreath,"Badman's" Last Breath,Spencer's Last Breath,The Nurse
,iconAddon_bearOil,Bear Oil,Bear Trap,The Trapper
,iconAddon_bloodKraFabai,"All Seeing" - Blood,Wailing Bell,The Wraith
,iconAddon_bloodShadowDance,"Shadow Dance" - Blood,Wailing Bell,The Wraith
,iconAddon_bloodSwiftHunt,"Swift Hunt" - Blood,Wailing Bell,The Wraith
,iconAddon_bloodWindstorm,"Windstorm" - Blood,Wailing Bell,The Wraith
,iconAddon_bloodyCoil,Bloody Coil,Bear Trap,The Trapper
,iconAddon_boneClapper,Bone Clapper,Wailing Bell,The Wraith
,iconAddon_campbellsLastBreath,Campbell's Last Breath,Spencer's Last Breath,The Nurse
,iconAddon_carburetorTuningGuide,Carburetor Tuning Guide,Bubba's Chainsaw,The Cannibal
,iconAddon_catatonicTreasure,Catatonic Boy's Treasure,Spencer's Last Breath,The Nurse
,iconAddon_chainsBloody,Begrimed Chains,Bubba's Chainsaw,The Cannibal
,iconAddon_chainsGrisly,Grisly Chains,Bubba's Chainsaw,The Cannibal
,iconAddon_chainsRusted,Rusted Chains,Bubba's Chainsaw,The Cannibal
,iconAddon_chainsawFile,Chainsaw File,Bubba's Chainsaw,The Cannibal
,iconAddon_coffeeGrinds,Coffee Grounds,Bear Trap,The Trapper
,iconAddon_coilsKit4,4-Coil Spring Kit,Bear Trap,The Trapper
,iconAddon_coxcombedClapper,Coxcombed Clapper,Wailing Bell,The Wraith
,iconAddon_darkCincture,Dark Cincture,Spencer's Last Breath,The Nurse
,iconAddon_deathEngravings,Death Engravings,Chainsaw,The Hillbilly
,iconAddon_depthGaugeRake,Depth Gauge Rake,Bubba's Chainsaw,The Hillbilly
,iconAddon_diamondStone,Iridescent Stone,Bear Trap,The Trapper
,iconAddon_doomEngravings,Doom Engravings,Chainsaw,The Hillbilly
,iconAddon_dullBracelet,Dull Bracelet,Spencer's Last Breath,The Nurse
,iconAddon_fasteningTools,Fastening Tools,Bear Trap,The Trapper
,iconAddon_fragileWheeze,Fragile Wheeze,Spencer's Last Breath,The Nurse
,iconAddon_heavyPanting,Heavy Panting,Spencer's Last Breath,The Nurse
,iconAddon_homemadeMuffler,Homemade Muffler,Bubba's Chainsaw,The Cannibal
,iconAddon_honingStone,Honing Stone,Bear Trap,The Trapper
,iconAddon_jennersLastBreath,Jenner's Last Breath,Spencer's Last Breath,The Nurse
,iconAddon_kavanaghsLastBreath,Kavanagh's Last Breath,Spencer's Last Breath,The Nurse
,iconAddon_lengthenedJaws,Lengthened Jaws,Bear Trap,The Trapper
,iconAddon_lightChassis,Light Chassis,Bubba's Chainsaw,The Cannibal
,iconAddon_longGuideBar,Long Guide Bar,Bubba's Chainsaw,The Cannibal
,iconAddon_makeshiftWrap,Makeshift Wrap,Bear Trap,The Trapper
,iconAddon_matchBox,Matchbox,Spencer's Last Breath,The Nurse
,iconAddon_metalSpoon,Metal Spoon,Spencer's Last Breath,The Nurse
,iconAddon_mudBaikraKaeug,"Blind Warrior" - Mud,Wailing Bell,The Wraith
,iconAddon_mudBlink,"Blink" - Mud,Wailing Bell,The Wraith
,iconAddon_mudSwiftHunt,"Swift Hunt" - Mud,Wailing Bell,The Wraith
,iconAddon_mudWindstorm,"Windstorm" - Mud,Wailing Bell,The Wraith
,iconAddon_oilyCoil,Oily Coil,Bear Trap,The Trapper
,iconAddon_paddedJaws,Padded Jaws,Bear Trap,The Trapper
,iconAddon_plaidFlannel,Plaid Flannel,Spencer's Last Breath,The Nurse
,iconAddon_pocketWatch,Pocket Watch,Spencer's Last Breath,The Nurse
,iconAddon_primerBulb,Primer Bulb,Bubba's Chainsaw,The Cannibal
,iconAddon_rustedJaws,Rusted Jaws,Bear Trap,The Trapper
,iconAddon_secondaryCoil,Secondary Coil,Bear Trap,The Trapper
,iconAddon_serratedJaws,Serrated Jaws,Bear Trap,The Trapper
,iconAddon_shopLubricant,Shop Lubricant,Bubba's Chainsaw,The Cannibal
,iconAddon_sootShadowDance,"Shadow Dance" - Blood,Wailing Bell,The Wraith
,iconAddon_sootTheBeast,"The Beast" - Soot,Wailing Bell,The Wraith
,iconAddon_sootTheGhost,"The Ghost" - Soot,Wailing Bell,The Wraith
,iconAddon_sootTheHound,"The Hound" - Soot,Wailing Bell,The Wraith
,iconAddon_sootTheSerpent,"The Serpent" - Soot,Wailing Bell,The Wraith
,iconAddon_sparkPlug,Spark Plug,Bubba's Chainsaw,The Cannibal
,iconAddon_spasmodicBreath,Spasmodic Breath,Spencer's Last Breath,The Nurse
,iconAddon_speedLimiter,Speed Limiter,Chainsaw,The Hillbilly
,iconAddon_spikedBoots,Spiked Boots,Chainsaw,The Hillbilly
,iconAddon_spiritAllSeeing,"All Seeing" - Spirit,Wailing Bell,The Wraith
,iconAddon_tarBottle,Tar Bottle,Bear Trap,The Trapper
,iconAddon_tensionSpring,Tension Spring,Bear Trap,The Trapper
,iconAddon_theThompsonsMix,The Thompson's Mix,Chainsaw,The Hillbilly", true) },
,iconAddon_thompsonsMoonshine,Thompson's Moonshine,Chainsaw,The Hillbilly", true) },
,iconAddon_tornBookmark,Torn Bookmark,Spencer's Last Breath,The Nurse
,iconAddon_trapperBag,Trapper Bag,Bear Trap,The Trapper
,iconAddon_trapperGloves,Trapper Gloves,Bear Trap,The Trapper
,iconAddon_trapperSack,Trapper Sack,Bear Trap,The Trapper
,iconAddon_vegetableOil,Vegetable Oil,Bubba's Chainsaw,The Cannibal
,iconAddon_waxBrick,Wax Brick,Bear Trap,The Trapper
,iconAddon_whiteBlindWarrior,"Blind Warrior" - White,Wailing Bell,The Wraith
,iconAddon_whiteBlink,"Blink" - White,Wailing Bell,The Wraith
,iconAddon_whiteKuntinTakkho,"Swift Hunt" - White,Wailing Bell,The Wraith
,iconAddon_whiteNitComb,White Nit Comb,Spencer's Last Breath,The Nurse
,iconAddon_whiteShadowDance,"Shadow Dance" - White,Wailing Bell,The Wraith
,iconAddon_whiteWindstorm,"Windstorm" - White,Wailing Bell,The Wraith
,iconAddon_woodenHorse,Wooden Horse,Spencer's Last Breath,The Nurse
Orion,iconAddon_bullhorn,Bullhorn,Virulent Bound,The Mastermind
Orion,iconAddon_darkSunglasses,Dark Sunglasses,Virulent Bound,The Mastermind
Orion,iconAddon_goldChalice,Chalice (Gold),Virulent Bound,The Mastermind
Orion,iconAddon_goldenEgg,Egg (Gold),Virulent Bound,The Mastermind
Orion,iconAddon_greenHerb,Green Herb,Virulent Bound,The Mastermind
Orion,iconAddon_helicopterStick,Helicopter Stick,Virulent Bound,The Mastermind
Orion,iconAddon_iridescentUroborosVial,Iridescent Uroboros Vial,Virulent Bound,The Mastermind
Orion,iconAddon_jewelBeetle,Jewel Beetle,Virulent Bound,The Mastermind
Orion,iconAddon_labPhoto,Lab Photo,Virulent Bound,The Mastermind
Orion,iconAddon_lasPlagasVariant,Uroboros Virus,Virulent Bound,The Mastermind
Orion,iconAddon_leatherGloves,Leather Gloves,Virulent Bound,The Mastermind
Orion,iconAddon_lionMedallion,Lion Medallion,Virulent Bound,The Mastermind
Orion,iconAddon_looseCrank,Loose Crank,Virulent Bound,The Mastermind
Orion,iconAddon_maidenMedalliom,Maiden Medallion,Virulent Bound,The Mastermind
Orion,iconAddon_portableSafe,Portable Safe,Virulent Bound,The Mastermind
Orion,iconAddon_redHerb,Red Herb,Virulent Bound,The Mastermind
Orion,iconAddon_RPDShoulderWalkie,R.P.D. Shoulder Walkie,Virulent Bound,The Mastermind
Orion,iconAddon_unicornMedallion,Unicorn Medallion,Virulent Bound,The Mastermind
Orion,iconAddon_uroborosTendril,Uroboros Tendril,Virulent Bound,The Mastermind
Orion,iconAddon_videoConferenceDevice,Video Conference Device,Virulent Bound,The Mastermind
